textbox3,textbox5,textbox9,textbox7,textbox14,textbox19,textbox12,textbox32,textbox64,textbox48,textbox10,textbox55
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,True,All

textbox109,AnimalNumber_1,AnimalName,AnimalType,Species,textbox29,Gender,PrimaryColour,Declawed,OperationType,Stage,Location,ARN,PrimaryBreed,AdoptionPrice,textbox54,SecondaryColour,OperationDateCreated,ChipNumber,SubLocation,textbox60,textbox67,AnimalMemoType,AnimalMemoSubType,DateCreated_1,textbox50,AnimalMemo_1,textbox121,textbox124,textbox127,textbox130,textbox23,textbox42
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42949547,MADELINEN,Behavior                      ,Flow Chart                    ,9/17/2025 12:36 PM,,"9/15/25 MN can be shy at first, warms up easily, sweet and gentle, calm deminer, some pulling on leash recc harness and collar combo, calm in kennel 9/18/25 MN easily leashed in kennel, sweet and social, soliciting attention, treat motivated, interested in toys, recc harness pulls on walks, confident in new environments 9/24/25 ND Was easily leashed and harnessed in the kennel was very calm. (KS was with me) did very well outside walked well. brought into play yard she zoomed around but mainly wanted pets and treats. she got mouthy when we were walking down the hill. she was easily redirected with treats and asking for commands. walked well the rest of the walk no issues getting her back in the kennel. 9/29/25 ND Did well with harnessing. walked well got mouthy once but was easily redirected. worked on sit being an auto behavior instead of being jumpy. did very well overall today. 9/30/25 MN Did well harnessing, beginning of walk went well, easily redirected and minimal distractions, nearing end of walk had a harder time redirecting and staying focused, did leash climb and become mouthy but was put in a sit and redirected with treats, finished walk with no issues, went into kennel easily 10/1/25 ND Took Mochi for a walk with KS. She did very well harnessing. sat and waited by door way. she did well only started jumping and mouthing once but was easily redirected with a sit or asking her to go find treats. she did well coming back in the kennel no issues. 10/2/25 MN did well harnessing and coming out of kennel, easily excitable, did well redirecting for treats, was jumpy and mouthy at times but sitting/redirecting well, did well in office with enrichment and decompression time 10/3/25 MN doing well on walks, is easier to redirect when overstimulated using treats and a sit command 10/4/25 MN did well today on walk and for harnessing, very vocal when people are walking past kennels, have been working on this with Click for Calm, is easily excitable 10/6/25 MN experienced level 3 dog walking volunteer Laurie and Janis took out today and said she did great! was easily harnessed, no jumping and mouthing at leash or them! took treats nicely and was easily redirected if lost focus, will keep as a behavior dog only to walk but will continue to work with her and volunteers as long as positive interactions 10/7/25 ND Got Mochi out for a meet and greet and play time in the ed center. Leashed Mochi from the front of her kennel. Lured her with treats coming out of the kennel to encourage calm behaviors as there were many dogs barking. SHe was jumpy and bouncy while walking as usual. Started mouthing and jumping while we approach the kennel took her a little while to settle and refocus but was able to do so. We entered the ed center with potential adopter inside. She over all did well with the new person but was VERY mouthy with myself. She was able to redirect as usual with commands but was hard mouthing. she engaged in play with toys, we ended up cutting the session slightly short as she became too overstimulated. 10/8/25 ND No change in behavior. Was able to redirect when mouthy 10/9/25 MN very overstimulated today, mouthy and harder to redirect in beginning of walk but was better by the end, needs a good routine when walking to keep things consistent for her but not predictable 10/10/25 MN overstimulated today and hard to redirect, mouthing us and leash, walked with two leashes and this seemed to help, was easier to redirect and regain focus, brought into play yard and did amazing, played well and would sit/drop toys waiting for the next, did well going back into kennel 10/11/25 MN did well harnessing in kennel today, much calmer than usual, very calm on walk today not jumpy or mouthy at all, walked w a toy in mouth, did well sitting and waiting on walk, did well redirecting when seeing another dog, as well as when her toy dropped wed say 'get your toy' she'd go back to where it was dropped and continue walking calmly, will use this in future to walk and as a reward and distraction in future for walks to keep her calm 10/11/25 ND Took Mochi on another walk with GE. We used the toys again and she did very well. It was raining slightly and her toys were damp which we think made them a little less desirable to hold. She did jump and mouth me a few times, but was easily redirect with the toys. Over all did well 10/14/25 ND Took Mochi for a walk today. Was very easy to harness she was sitting the entire time. Carried toy until about halfway through the walk. Had one bout of mouthing, she grabbed my wrist and wouldn't let go, this was not as hard as usual. Was able to redirect with a toy. SHe lost interest in the toy after that but was walking very well. When I saw her start to jump I would give a verbal correction and she immediately sat. I got a treat and tossed it and asked her to go find it. She walked well back into the building and into her kennel. 10/15/25 ND Did great for harnessing. Did well initially walking with toy. Dropped it about halfway to the play yard and started jumping and mouthing. Did grab left harm hard and caused bruising and scratching through sweatshirt and fleece jacket. Was hard to redirect. Did grab right arm as well but lightly bruised. took to play yard. did well in yard and walking back in. 10/16/25 MN fine in kennel harnessing/leashing, did well as sitting at most doors before going outside, jumpy on walk in beginging then did well redirecting using toys and treats, doing well for sit breaks on walks to refocus, did well walking by people in hallway and outside, easily went back into kennel no issues",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42947409,NICOLEA,Alert Memo!!!                 ,Alert Memo!!!                 ,9/17/2025 9:20 AM,,"Tiffany 238-5743 called stating she wants her dog back. all impound fees, Dog License Proof of Ownership. NSA",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42987673,NICOLEA,Note                          ,,9/23/2025 9:57 AM,,Tiffany called i just spoke to her about Trouble. She wanted to come get him today i told her once he has gone through the process of getting to the adoption floor she can check are website and come adopt him. DO NOT BELIEVE ANYTHING SHE SAYS. WE HAVE DEALT WITH HER SINCE FEB. NSA/122,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,43006886,ASHLEYD,Note                          ,,9/25/2025 1:44 PM,,"9/25/25: ALD spoke with previous O, advised that O can adopt Trouble back for $250, but must schedule home visit prior. Please alert ALD when Trouble clears behavior hold or if dog needs to be placed on BMOD// ALD",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42964802,MADELINEN,Behavior                      ,Flow Chart                    ,9/19/2025 11:51 AM,,"9/19/25 MN sat outside of kennel and offered treats, retreated to back of kennel but still interested in what i was offering (hotdogs) i had the slip leash out and he was doing fine, when i advanced forward slowly he began to bare teeth and lunged toward the slip leash, went back to soly offering treats and was non reactive will work further on this 9/19/25 ND SPENT SOME TIME WITH TROUBLE WITH HE PRESENTED WITH THE SAME BEHAVIORS AS ABOVE 9/23/25 ND Was able to get Trouble out of the kennel today. It took a few minutes of me sitting with him to get the leash over his head. He did initially try and bite the leash. once the leash was on he shook off and came right out of his kennel. He pulled slightly on leash and seemed slightly anxious outside. He did not use the bathroom outside but did go in the dog behavior office. He took a few minutes to warm up. Tolerated being touched but did not enjoy. He became very stiff and lip licked and whale eye. He did take hot dogs out of my hand and did engage in play with tennis balls and stuffy toys. Loosened up slightly when I tried to touch him during play, mouth was open and he was panting, tail was no longer tucked, did wag his tail when he saw tennis ball. Was unable to clip leash onto collar at this time as he was still very uncomfortable with touch. Was still very uncomfortable with slip leash going over his head (would shy away). tolerated me placing it on and taking it off. 9/24/25 ND Got Trouble out again today he was slightly more prosocial in his kennel. He would approach me and than back away. Was more open to the leash going over his head did snap twice at the leash but was easily redirected. engaged in play with tennis balls with myself MN and KS. no issues in dog behavior. would not approach SW. 9/25/26 ND Was able to fit Trouble for a harness today. took for a long walk. he did very well. he engaged in sniffing and was rolling in the grass. he did react to another dog (bark and growled) but was easily redirected. 9/26/25 ND Was able to get a better fitting harness on trouble today. He was more prosocial in his kennel. he did lots of shake offs but was very tolerant of leashing. we went for a long walk and he did well. was reactive to people and other dogs (barking and growling) but was easily redirected. no issues coming back inside or in kennel. 9/29/25 ND Did well for harnessing today! was prosocial in kennel. did well on walk was slightly reactive towards people and other dogs but was easily redirected 10/1/25 MW Attempted to take Trouble out of kennel for intake services. When I approached the kennel door, he stood under the guillotine door and low growled. When I approached the back of the kennels, Trouble did approach the door but would run to the front when I opened it. I closed the guillotine door while he was in the back to see if I could go into the kennel with him to place the slip lead around his neck. When I opened the door, he pressed himself into the corner and began shaking. I crouched down and spoke to him softly, trying to coax him to me. He did approach once to sniff me and the leash, but ran quickly back to the corner when I moved. I tried to slowly approach him to leash him and that's when Trouble began to make hard eye contact and low growl at me. At this point I opted to leave the kennel as I was unsure of how far I would have been able to get with intake services. Will make B-Mod. 10/1/25 ND No issues harnessing trouble today. He did well on his walk. we stopped at one of the benches and just sat and watched. he did react to another dog but was able to be redirected. He did get nervous when the leaves on the tree above us blew. Still shy around new people that approach him. does better when intiating play with him. 10/3/25 ND no Issues harnessing for a walk. Did well on a walk. No reaction to people outside but did react to people in hallway. No issues getting back in kennel. will start slow introductions with new people 10/4/25 MN very excited in kennel, easily harnessed, grabbed a toy from kennel on way out so went to play yard to play instead of on walk, he ran around and played fetch, more into attention if playing then just being social, tolerated me petting him but not asking for it, went back into kennel no issues, treat motivated 10/6/25 MN very prosocial, and excitable when seeing AC team today, soliciting attention, tried on House Broken Board and did well, no issues harnessing, did well playing fetch outside and releasing toys/trade",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42987295,EvanH,Note                          ,,9/23/2025 8:54 AM,,"Spoke to Tiffany twice on 9/22 over the phone, she told me first in the morning she would come in and didn't show up then again said in the afternoon she would be coming in to pay the $10 to get her rabies certificate and never showed up. EH",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42967180,LAKEW,Note                          ,,9/19/2025 3:10 PM,,Do Not RTO without home check at new address to ensure cleanliness. LW/128,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42970583,LAKEW,Note                          ,,9/20/2025 8:11 AM,,Must also pay $10 for rabies vax. LW/128,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,43006891,ASHLEYD,Note                          ,,9/25/2025 1:44 PM,,9/25/25 Please alert ALD when Trouble clears behavior hold or if dog needs to be placed on BMOD // ALD,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,43243544,ASHLEYD,Note                          ,,10/8/2025 3:52 PM,,"10/8/25: Per EH, home check was conducted, and P can be RTO'd to Tiffany Staggers 10/9/25 (PID 47220100). ALD called and LMOM for Tiffany advising that she come to admissions to RTO and that $250 adoption fee will apply. ALD requested tiffany call ext. 210 to confirm pickup time. // ALD 10/10/25: Previous O did not come in or call ALD to follow-up. Please move forward with evaluation for adoption. If previous O comes forward to adopt ""Trouble"" and he has yet to be neuter // ALD",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,43279808,NATALIAD,Behavior                      ,Adoption Info                 ,10/14/2025 8:24 AM,,10/14/25 ND OKAY FOR ADOPTION-BEHAVIOR CAN BE FEARFUL AND SHY AT FIRST NO ENTOURAGE-REASSESS AFTER 1 WEEK WITH VOLUNTEERS UNKNOWN WITH CATS DOG MEET REQ.-CAN BE REACTIVETOWARDS OTHER DOGS REC. OLDER KIDS AT THIS TIME-NEEDS SPACE AT FIRST LOVES FETCH AND TENNIS BALLS!,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,43283647,TARAM,Petango/Adoption Description  ,,10/14/2025 2:13 PM,,"Hi there! My name is Trouble — but don’t let the name fool you! I’m really just a fun-loving little guy who’s all about playtime, sunshine, and tennis balls. Seriously… tennis balls are life. I could chase them all day long! I love running around in the yard, playing fetch, and keeping busy with toys — I’m happiest when I’ve got something to do (or someone to play with!). I’m also social and really enjoy being around people. Give me some attention, a few tosses of the ball, and I’ll be your biggest fan. If you’re looking for a playful, friendly, and active buddy to keep you smiling and moving, I’m your guy. Let’s grab a ball and start our next adventure together!",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059370437,Trouble,Dog,Dog,5y 29d,M,White,N,Seized/Eviction,Hold - Possible Adoption,Dog Adoptions B,,"Terrier, Jack Russell/Mix",$250.00,30,,9/16/2025 1:31 PM,956000012589048,01,42948319,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,9/17/2025 11:02 AM,,"9/17 - A, NO, Y 9/18 - A, N ,Y 9/19 - A, N, N 9/20 - A, N, Y 9/21 - A, N, Y 9/22 - A, N, Y 9/23 -A ,N ,Y 9/24 - A, NO, Y 9/25- A, NO, Y 9/26 - A, N, Y 9/27 - A, N, Y 9/28 - A, N, Y 9/29- A, N, Y 9/30 - A, N, Y 10/1 - AS, N, Y 10/2 - NE, N, Y 10/3 - AS, NO, Y 10/4 - A, N, Y 10/5 - A, N, Y 10/6 - A, N, Y - HOUSEBROKEN - NO, Y 10/7 - A/N/Y 10/8 - A/N/Y - HOUSEBROKEN - NO, NO 10/9- A/N/Y - HOUSEBROKEN - NO, Y 10/10 - A/S/Y 10/11 - A, N, Y 10/12 - A, NO, NO 10/13- A, N, Y 10/14 - A, N, Y 10/15 - As, N, Y 10/16 - A, N, Y",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,37843297,KATEW,Note                          ,,10/28/2023 4:24 PM,,"GOOD WITH EVERYONE, INCLUDING KIDS, AT ANGELINAS RESTURANT FALL FEST DOGGIE ENTOURAGE",Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,37875667,KRISSIM,Follow Up Report              ,,11/3/2023 1:35 PM,,"Called FP to finalize adoption. Took payment and when I was explaining the process, FP said that she got a message from Middies that the pup was due for updates and that she was worried that she wouldn't be able to get her into the vet soon enough. I told her I would look into it for her and tried to get ahold of a vet tech but could not. I told her I would find one and call her back, she said she has back to back appointments at work today and most likely will not be able to answer or call me back. I told we could touch base on Monday if we don't connect today. km",Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,43212871,MADELINEN,Behavior                      ,Adoption Info                 ,10/4/2025 10:30 AM,,OKAY FOR ADOPTION-BEH NO ENTOURAGE SINGLE ANIMAL HOME-RESOURCE GUARDS WITH OTHER DOGS OLDER KIDS RECC-LOTS OF ENERGY COLLAR/HARNESS COMBO REQ SMART AND SWEET WILLING TO LEARN,Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,43212877,NATALIAD,Behavior                      ,Flow Chart                    ,10/4/2025 10:31 AM,,10/4/25 ND Easily leashed in kennel. did well for dog dog. pulls on leash. harness rec. prosocial in dog behavior office very jumpy. would benefit from training classes,Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,43261752,PAIGEP,On Meds!!                     ,On Meds!                      ,10/10/2025 6:07 PM,,On meds thru 10/17. pp,Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,43277182,KENDRAHT,Alert Memo!!!                 ,Alert Memo!!!                 ,10/13/2025 4:14 PM,,Bella has a stuffie in a bag in Petique storeroom to go home with when adopted,Dog Adoptions C,36,Dog Adoptions C,5,1227,357
Dog Adoptions C,A0054611733,Bella,Dog,Dog,2y 4m 28d,F,Black,N,Return/Owned More than 30 Days - OTC!,Hold - Trocaire,Dog Adoptions C,BUSHY,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,17,White,9/29/2025 2:54 PM,985113008127102,04,43214058,TARAM,Petango/Adoption Description  ,,10/4/2025 12:58 PM,,"Hi there, I’m Bella! I’m a smart, playful girl with a whole lot of energy and love to give. I’m the type of pup who’s always ready for an adventure—whether it’s going for a walk, exploring outside, or keeping myself busy with my favorite chew toys. Treats are one of my favorite things (who doesn’t love snacks?), and I’ll gladly show off my skills for one. I already know “sit,” “paw,” and even “spin,” but I’d love to keep learning more with some extra training. II do need to be the only dog in the home, but trust me—I’ll fill your heart and your life with more than enough love all on my own. I’m happiest when I’m active, and I’d be a great fit for someone who enjoys the outdoors and spending time with a sweet, goofy companion like me. If you’re looking for a fun-loving, clever pup who will make you smile and keep you on your toes, I think we’d make the perfect match! Click PLAY to watch my video !",Dog Adoptions C,36,Dog Adoptions C,5,1227,357
